3  listening on:  130.127.134.101:3001
3  sending request vote to the follower  4
3  sending request vote to the follower  1
3  sending request vote to the follower  2
3  sending request vote to the follower  0
Commit quorum changed successfully!, time:  1692690179996061163  commit quorum:  [0]
[0]  Meets Latency req:  false  EWMA:  map[0:Id: 0, EWMA: 55015605.284654 1:Id: 1, EWMA: 56524063.982178 2:Id: 2, EWMA: 27064324.115461 4:Id: 4, EWMA: 486415.944295]
3  Leader changing commit quorum:  [4]  time:  1692690183968131631
3  Leader changing EWMA Map:  map[0:Id: 0, EWMA: 55015605.284654 1:Id: 1, EWMA: 56524063.982178 2:Id: 2, EWMA: 27064324.115461 4:Id: 4, EWMA: 486415.944295]
Commit quorum changed successfully!, time:  1692690183996100933  commit quorum:  [4]
[4]  Meets Latency req:  true  EWMA:  map[0:Id: 0, EWMA: 55003467.403846 1:Id: 1, EWMA: 55051662.436388 2:Id: 2, EWMA: 26996083.652101 4:Id: 4, EWMA: 428105.374622]
[4]  Meets Latency req:  true  EWMA:  map[0:Id: 0, EWMA: 54988058.010484 1:Id: 1, EWMA: 55026289.924539 2:Id: 2, EWMA: 26744124.205921 4:Id: 4, EWMA: 541460.129026]
[4]  Meets Latency req:  true  EWMA:  map[0:Id: 0, EWMA: 54972422.700786 1:Id: 1, EWMA: 55012655.265050 2:Id: 2, EWMA: 26729725.467393 4:Id: 4, EWMA: 512489.655465]
[4]  Meets Latency req:  true  EWMA:  map[0:Id: 0, EWMA: 54991112.509283 1:Id: 1, EWMA: 55021093.774253 2:Id: 2, EWMA: 26812355.384856 4:Id: 4, EWMA: 512242.154915]
2023-08-22 07:43:20.868969218 +0000 UTC m=+35.972008018 ,  2023-08-22 07:43:20.87190553 +0000 UTC m=+35.974944320 ,  2936212
2023-08-22 07:43:20.901388355 +0000 UTC m=+36.004427185 ,  2023-08-22 07:43:20.903122563 +0000 UTC m=+36.006161353 ,  1734097
2023-08-22 07:43:21.165937513 +0000 UTC m=+36.268976333 ,  2023-08-22 07:43:21.17253785 +0000 UTC m=+36.275576640 ,  6600247
2023-08-22 07:43:21.201729896 +0000 UTC m=+36.304768716 ,  2023-08-22 07:43:21.203460217 +0000 UTC m=+36.306499017 ,  1730220
2023-08-22 07:43:21.466670493 +0000 UTC m=+36.569709313 ,  2023-08-22 07:43:21.471839163 +0000 UTC m=+36.574877973 ,  5168510
2023-08-22 07:43:21.501036769 +0000 UTC m=+36.604075589 ,  2023-08-22 07:43:21.503817268 +0000 UTC m=+36.606856078 ,  2780349
2023-08-22 07:43:21.766100647 +0000 UTC m=+36.869139467 ,  2023-08-22 07:43:21.771011851 +0000 UTC m=+36.874050671 ,  4910753
2023-08-22 07:43:21.80024259 +0000 UTC m=+36.903281400 ,  2023-08-22 07:43:21.804279046 +0000 UTC m=+36.907317866 ,  4036336
2023-08-22 07:43:22.066562303 +0000 UTC m=+37.169601123 ,  2023-08-22 07:43:22.074301085 +0000 UTC m=+37.177339915 ,  7738622
2023-08-22 07:43:22.103457414 +0000 UTC m=+37.206496234 ,  2023-08-22 07:43:22.106436938 +0000 UTC m=+37.209475748 ,  2979404
2023-08-22 07:43:22.369033264 +0000 UTC m=+37.472072094 ,  2023-08-22 07:43:22.374817874 +0000 UTC m=+37.477856694 ,  5784460
2023-08-22 07:43:22.404053241 +0000 UTC m=+37.507092061 ,  2023-08-22 07:43:22.407074915 +0000 UTC m=+37.510113705 ,  3021584
2023-08-22 07:43:22.670133022 +0000 UTC m=+37.773171842 ,  2023-08-22 07:43:22.674309522 +0000 UTC m=+37.777348342 ,  4176360
2023-08-22 07:43:22.703452106 +0000 UTC m=+37.806490916 ,  2023-08-22 07:43:22.706386054 +0000 UTC m=+37.809424874 ,  2933807
2023-08-22 07:43:22.96860524 +0000 UTC m=+38.071644060 ,  2023-08-22 07:43:22.97570054 +0000 UTC m=+38.078739360 ,  7095150
2023-08-22 07:43:23.004820049 +0000 UTC m=+38.107858869 ,  2023-08-22 07:43:23.007531699 +0000 UTC m=+38.110570509 ,  2711500
2023-08-22 07:43:23.269664081 +0000 UTC m=+38.372702881 ,  2023-08-22 07:43:23.274504041 +0000 UTC m=+38.377542831 ,  4839889
2023-08-22 07:43:23.303742905 +0000 UTC m=+38.406781735 ,  2023-08-22 07:43:23.307585064 +0000 UTC m=+38.410623885 ,  3842009
2023-08-22 07:43:23.570347174 +0000 UTC m=+38.673385994 ,  2023-08-22 07:43:23.576536146 +0000 UTC m=+38.679574976 ,  6188812
2023-08-22 07:43:23.605687606 +0000 UTC m=+38.708726436 ,  2023-08-22 07:43:23.607295426 +0000 UTC m=+38.710334216 ,  1607710
2023-08-22 07:43:23.869606764 +0000 UTC m=+38.972645554 ,  2023-08-22 07:43:23.876592597 +0000 UTC m=+38.979631417 ,  6985723
2023-08-22 07:43:23.905711495 +0000 UTC m=+39.008750285 ,  2023-08-22 07:43:23.908437282 +0000 UTC m=+39.011476102 ,  2725676
[4]  Meets Latency req:  true  EWMA:  map[0:Id: 0, EWMA: 39259593.796093 1:Id: 1, EWMA: 39273753.418441 2:Id: 2, EWMA: 19215718.465352 4:Id: 4, EWMA: 499294.995717]
2023-08-22 07:43:24.171694115 +0000 UTC m=+39.274732925 ,  2023-08-22 07:43:24.176539986 +0000 UTC m=+39.279578776 ,  4845761
2023-08-22 07:43:24.205855926 +0000 UTC m=+39.308894746 ,  2023-08-22 07:43:24.20757239 +0000 UTC m=+39.310611190 ,  1716374
2023-08-22 07:43:24.470180221 +0000 UTC m=+39.573219041 ,  2023-08-22 07:43:24.475942128 +0000 UTC m=+39.578980948 ,  5761756
2023-08-22 07:43:24.505087176 +0000 UTC m=+39.608126006 ,  2023-08-22 07:43:24.507908582 +0000 UTC m=+39.610947402 ,  2821236
2023-08-22 07:43:24.770787783 +0000 UTC m=+39.873826583 ,  2023-08-22 07:43:24.774968251 +0000 UTC m=+39.878007041 ,  4179817
2023-08-22 07:43:24.80410336 +0000 UTC m=+39.907142160 ,  2023-08-22 07:43:24.805979255 +0000 UTC m=+39.909018055 ,  1875804
2023-08-22 07:43:25.06870273 +0000 UTC m=+40.171741540 ,  2023-08-22 07:43:25.074587468 +0000 UTC m=+40.177626289 ,  5884598
2023-08-22 07:43:25.103871729 +0000 UTC m=+40.206910549 ,  2023-08-22 07:43:25.105708269 +0000 UTC m=+40.208747059 ,  1836440
2023-08-22 07:43:25.367668318 +0000 UTC m=+40.470707108 ,  2023-08-22 07:43:25.373743235 +0000 UTC m=+40.476782025 ,  6074857
