3  listening on:  130.127.134.101:3001
3  sending request vote to the follower  4
3  sending request vote to the follower  0
3  sending request vote to the follower  1
3  sending request vote to the follower  2
2023-08-22 07:08:50.525246853 +0000 UTC m=+27.722338647 ,  2023-08-22 07:08:50.554681849 +0000 UTC m=+27.751773642 ,  29434845
2023-08-22 07:08:50.584243591 +0000 UTC m=+27.781335394 ,  2023-08-22 07:08:50.617420449 +0000 UTC m=+27.814512242 ,  33176708
2023-08-22 07:08:50.880110118 +0000 UTC m=+28.077201911 ,  2023-08-22 07:08:50.907581492 +0000 UTC m=+28.104673285 ,  27471214
2023-08-22 07:08:50.936712293 +0000 UTC m=+28.133804096 ,  2023-08-22 07:08:50.969881546 +0000 UTC m=+28.166973319 ,  33169133
2023-08-22 07:08:51.234349105 +0000 UTC m=+28.431440888 ,  2023-08-22 07:08:51.269671766 +0000 UTC m=+28.466763559 ,  35322531
2023-08-22 07:08:51.298826903 +0000 UTC m=+28.495918666 ,  2023-08-22 07:08:51.332137682 +0000 UTC m=+28.529229475 ,  33310569
2023-08-22 07:08:51.595230841 +0000 UTC m=+28.792322624 ,  2023-08-22 07:08:51.632562308 +0000 UTC m=+28.829654101 ,  37331347
2023-08-22 07:08:51.661868811 +0000 UTC m=+28.858960614 ,  2023-08-22 07:08:51.695234694 +0000 UTC m=+28.892326478 ,  33365733
2023-08-22 07:08:51.95845853 +0000 UTC m=+29.155550304 ,  2023-08-22 07:08:51.996085945 +0000 UTC m=+29.193177718 ,  37627344
2023-08-22 07:08:52.025241402 +0000 UTC m=+29.222333175 ,  2023-08-22 07:08:52.059630084 +0000 UTC m=+29.256721847 ,  34388602
2023-08-22 07:08:52.322225876 +0000 UTC m=+29.519317669 ,  2023-08-22 07:08:52.351181868 +0000 UTC m=+29.548273651 ,  28955852
2023-08-22 07:08:52.380420242 +0000 UTC m=+29.577512045 ,  2023-08-22 07:08:52.41375155 +0000 UTC m=+29.610843343 ,  33331158
2023-08-22 07:08:52.676784516 +0000 UTC m=+29.873876309 ,  2023-08-22 07:08:52.705111281 +0000 UTC m=+29.902203074 ,  28326625
2023-08-22 07:08:52.73422951 +0000 UTC m=+29.931321273 ,  2023-08-22 07:08:52.769474285 +0000 UTC m=+29.966566068 ,  35244674
2023-08-22 07:08:53.032327552 +0000 UTC m=+30.229419315 ,  2023-08-22 07:08:53.069436349 +0000 UTC m=+30.266528122 ,  37108727
2023-08-22 07:08:53.098587909 +0000 UTC m=+30.295679712 ,  2023-08-22 07:08:53.13211697 +0000 UTC m=+30.329208764 ,  33528911
2023-08-22 07:08:53.39462158 +0000 UTC m=+30.591713383 ,  2023-08-22 07:08:53.421820832 +0000 UTC m=+30.618912645 ,  27199102
2023-08-22 07:08:53.450773597 +0000 UTC m=+30.647865360 ,  2023-08-22 07:08:53.485998093 +0000 UTC m=+30.683089886 ,  35224396
2023-08-22 07:08:53.74853193 +0000 UTC m=+30.945623703 ,  2023-08-22 07:08:53.785868457 +0000 UTC m=+30.982960230 ,  37336447
2023-08-22 07:08:53.815082625 +0000 UTC m=+31.012174418 ,  2023-08-22 07:08:53.848418903 +0000 UTC m=+31.045510686 ,  33336138
2023-08-22 07:08:54.110711214 +0000 UTC m=+31.307802977 ,  2023-08-22 07:08:54.148034295 +0000 UTC m=+31.345126098 ,  37322971
2023-08-22 07:08:54.177249636 +0000 UTC m=+31.374341399 ,  2023-08-22 07:08:54.21162449 +0000 UTC m=+31.408716263 ,  34374794
